##TITLE=No Description
##DATA TYPE=INFRARED SPECTRUM
##XUNITS=1/CM
##YUNITS=%T
400.628357  	175.274756 
402.059173  	189.028662 
403.489988  	387.642701 
404.920804  	73.284600 
406.351619  	97.274355 
407.782435  	25.406165 
409.213250  	66.887466 
410.644066  	85.499557 
412.074881  	155.102483 
413.505697  	66.908861 
414.936513  	100.305563 
416.367328  	555.701973 
417.798144  	86.828423 
419.228959  	76.055643 
420.659775  	78.833168 
422.090590  	100.051846 
423.521406  	144.831919 
424.952221  	105.352880 
426.383037  	89.553245 
427.813853  	145.412005 
429.244668  	183.961756 
430.675484  	103.691181 
432.106299  	219.229713 
433.537115  	313.663925 
434.967930  	92.463618 
436.398746  	105.823481 
437.829562  	270.647995 
439.260377  	150.418288 
440.691193  	62.585972 
442.122008  	74.345686 
443.552824  	84.311863 
444.983639  	61.204321 
446.414455  	104.745968 
447.845270  	75.411643 
449.276086  	283.033890 
450.706902  	79.780648 
452.137717  	121.136286 
453.568533  	55.832583 
454.999348  	55.680224 
456.430164  	77.045835 
457.860979  	20.097458 
459.291795  	139.786383 
460.722611  	651.816520 
462.153426  	209.158295 
463.584242  	247.672002 
465.015057  	79.857560 
466.445873  	157.949400 
467.876688  	65.100974 
469.307504  	174.725562 
470.738319  	163.731833 
472.169135  	226.519222 
473.599951  	97.230014 
475.030766  	71.429778 
476.461582  	17.835239 
477.892397  	33.881432 
479.323213  	18.642909 
480.754028  	73.666945 
482.184844  	75.361590 
483.615659  	74.588392 
485.046475  	73.748785 
486.477291  	410.564978 
487.908106  	159.390689 
489.338922  	540.990633 
490.769737  	146.190021 
492.200553  	320.476222 
493.631368  	178.289852 
495.062184  	156.385504 
496.493000  	61.777808 
497.923815  	156.570456 
499.354631  	37.191927 
500.785446  	34.483273 
502.216262  	33.472008 
503.647077  	124.128517 
505.077893  	92.149468 
506.508708  	164.631294 
507.939524  	53.931605 
509.370340  	61.181372 
510.801155  	26.625988 
512.231971  	99.759046 
513.662786  	223.799435 
515.093602  	117.118341 
516.524417  	508.738340 
517.955233  	96.581851 
519.386048  	161.072426 
520.816864  	400.390750 
522.247680  	183.536457 
523.678495  	176.637782 
