0.0000000	-1000.0000000	-100.0000000	-20.0000000	0.0000000	100.0000000	200.0000000	300.0000000	400.0000000	500.0000000	600.0000000	700.0000000	800.0000000	900.0000000	1000.0000000	1100.0000000	1200.0000000	1300.0000000	1400.0000000	1500.0000000	1600.0000000	1700.0000000	1800.0000000	1900.0000000	2000.0000000	2100.0000000	2200.0000000	2300.0000000	2400.0000000	2500.0000000	2600.0000000	2700.0000000	2800.0000000	2900.0000000	3000.0000000	3100.0000000	3200.0000000	3300.0000000	3400.0000000	3500.0000000	3600.0000000	3700.0000000	3800.0000000	3900.0000000	4000.0000000	4100.0000000	4200.0000000	4300.0000000	4400.0000000	4500.0000000	4600.0000000	4700.0000000	4800.0000000	4900.0000000	5000.0000000	5100.0000000	5200.0000000	5300.0000000	5400.0000000
1.0000000	0.0751518	0.0178336	-0.0059048	-0.0156759	0.0509564	-0.0832898	-0.0232299	-0.0019897	0.0629095	0.0277074	-0.0262310	-0.0153038	-0.0887382	-0.0063342	-0.0118806	0.0206400	0.0051736	-0.0186067	-0.0157514	0.0105959	0.0108791	0.0124305	-0.0305900	-0.0110552	-0.0633177	0.0203703	-0.0073548	-0.0119300	0.0200390	-0.0240633	0.0426919	-0.0298135	-0.0118419	-0.1192817	-0.0299057	-0.0714187	-0.0324645	-0.0234707	0.0366863	0.0045562	-0.1034980	0.0637938	0.0630568	-0.0164224	-0.0515462	-0.0039098	0.0367550	-0.0147432	0.0770242	-0.0329539	-0.0711875	-0.1141973	-0.0096368	-0.0046152	0.0684865	0.0234792	-0.0017365	-0.0529153
2.0000000	0.0359039	-0.0254538	0.0775627	0.0766852	0.0266495	-0.1243686	0.0698626	-0.0009617	0.0153493	-0.0366700	-0.0593768	-0.0179969	0.0028106	0.0454106	0.0492140	-0.0120500	0.0359295	-0.0192154	0.0658543	0.0243161	0.0545152	0.0023286	-0.0608036	-0.0472368	-0.0391691	0.0544359	0.0614854	-0.0005792	0.0713618	-0.0421929	0.0213352	0.0961895	0.0243929	-0.0867648	-0.0201193	0.1401087	-0.0131127	0.0259146	0.0106298	0.0687350	-0.0240662	-0.0086156	0.0279146	0.0162304	-0.0375839	0.1224520	0.0538552	0.0178755	0.0849834	-0.0069960	-0.0408548	0.0775733	-0.0627831	0.0819666	0.0839271	-0.0186911	0.0247353	-0.0720335
3.0000000	-0.0576465	-0.0200087	-0.0306795	-0.0130556	0.0144110	0.0609106	-0.0138736	0.0775192	0.0621348	-0.0076609	-0.0028099	0.0084456	-0.0493559	-0.0693263	0.0326247	-0.0322895	0.0387968	-0.0029756	0.0505999	0.0158433	-0.0361757	-0.0285417	0.0101884	-0.0241367	-0.0482078	-0.0145799	0.0049072	-0.0285880	-0.0231080	0.0722592	0.0090463	-0.0117980	-0.0026074	0.0212212	0.0220914	0.0341801	0.0592222	0.0267981	-0.0004399	-0.0016857	0.0373049	0.0221534	0.0038450	-0.0527673	-0.0779022	-0.0044112	0.0557311	0.0364832	0.0473802	0.0510698	0.0591226	-0.0389023	0.0158476	-0.0385991	0.0398046	-0.0111658	-0.0064336	0.0361417
4.0000000	-0.1643324	-0.0167250	0.0188503	0.0015503	-0.0390459	-0.0405603	0.0415577	-0.0201615	0.1088458	-0.0202582	0.0586855	0.0016093	0.0074132	-0.0054077	0.0315557	0.0389763	-0.0336752	-0.0248189	0.0198269	0.0419960	-0.0053967	0.0148694	-0.0119811	-0.0372708	-0.0140385	0.0933341	-0.0201860	-0.0115779	0.0119296	-0.0292556	0.0067803	-0.0315394	-0.0580466	0.0422677	-0.0059607	0.0077848	-0.0029895	0.0454987	0.0548694	0.0172817	0.0600402	0.0314617	0.0287908	-0.0031475	0.0547403	0.0143769	0.0385075	0.0242711	0.0200916	0.0475935	0.0278932	-0.0654554	-0.0198461	0.0327136	0.0422663	-0.0072040	-0.0091644	0.0621624
5.0000000	0.0924828	0.0155246	0.0502840	-0.0464582	0.0387647	0.0180044	-0.0072758	-0.0132396	0.0491458	-0.0312324	0.0263214	-0.0036415	-0.0298887	-0.0038278	0.0378580	-0.0416606	-0.0121961	0.0076130	0.0230424	-0.1029171	0.0688269	0.0382176	0.0009789	0.0012250	0.0666507	-0.0519058	0.0159078	-0.0372323	0.0343064	-0.0249722	-0.0315141	0.0096297	-0.0319951	0.0392468	-0.0696934	-0.0814021	0.0137647	0.0612204	-0.0000165	-0.0403246	-0.0374790	-0.0405760	-0.0537367	0.0469563	0.0024916	-0.0128224	-0.1344301	-0.0127650	-0.0415462	0.0694640	-0.0687442	0.0167795	0.0334034	-0.0048678	0.0323033	-0.0277214	0.0079088	0.0615652
6.0000000	0.0028156	-0.0539009	0.0325045	0.0502736	0.0429396	0.0355382	0.0005708	0.1211648	0.1177823	-0.0400877	-0.0062762	-0.0335175	-0.0968081	0.0106824	0.1287592	-0.0082446	-0.0263628	0.0082802	-0.0468814	-0.0380802	0.0629061	0.0264297	0.0588196	-0.0055756	0.0456638	-0.0782421	-0.0406644	0.0080874	-0.0151947	-0.0364793	0.0302184	0.0167260	-0.0354340	0.0656113	-0.0309466	-0.0880281	0.0147212	-0.0330373	0.0466100	0.0082060	0.0525763	-0.0282717	-0.0266228	0.0655036	-0.0521087	-0.0057158	0.0515660	-0.0168782	0.0037706	0.0251296	-0.0702561	0.0851024	0.0486784	-0.0025530	0.0847575	0.0670004	0.0024573	-0.0229670
7.0000000	-0.0230967	0.0038761	0.0326804	-0.0569376	-0.0164526	-0.0153270	-0.0080907	0.0693284	0.0243495	0.0114528	0.0213405	-0.0522951	0.0035135	-0.0349630	0.0798611	-0.0357469	0.0142781	0.0302582	0.0128091	-0.0105434	0.0153679	-0.0291397	0.0574359	0.0839770	0.0339704	-0.0161914	0.0310186	0.0433776	0.0123054	0.0243091	0.0229153	0.0581219	0.0159412	-0.0036661	0.0022450	-0.0581726	0.0376451	-0.0442669	-0.0919019	0.0877351	0.0658038	-0.0084085	-0.0365324	0.0099394	0.0351920	-0.0266842	0.0343172	-0.0378091	0.0670747	0.0440643	0.0009727	-0.0345455	0.0092863	-0.0554329	0.0302669	-0.0017155	0.0304245	0.0554598
8.0000000	0.0190187	0.0077863	0.0291098	0.0161831	0.0345629	0.0414172	-0.0242264	-0.0052452	0.0200313	0.0493830	-0.0365620	0.0076991	-0.0688887	-0.0162910	0.0086575	-0.0164476	0.0051390	-0.0068576	0.0324763	-0.0245691	0.0272760	-0.0251472	0.0468887	-0.0095289	-0.0358514	0.0283572	-0.0532541	0.0747672	-0.0242100	-0.0104887	0.0292347	0.0430069	0.0130105	-0.0148404	-0.0013097	0.0759555	-0.0009246	-0.0003683	-0.0087846	-0.0086796	0.0589762	-0.0461392	-0.0374742	0.0057726	0.0401667	-0.0136796	0.0571640	-0.0029659	0.0322600	0.0732180	-0.0233096	0.0214169	0.0381737	-0.0187709	0.0187378	-0.0071268	-0.0257208	-0.0334094
9.0000000	-0.0241059	0.0056063	0.0224646	-0.0346340	-0.0304706	0.0525547	-0.0149249	-0.0567621	0.0447649	-0.0342705	-0.0190744	0.0123830	-0.0690611	-0.0062742	-0.0026900	-0.0042039	0.0596345	0.0309886	-0.0000279	-0.0295376	-0.0214596	-0.0275223	-0.0296647	-0.0648920	-0.0217584	0.0253409	0.0517398	0.0526322	-0.0034777	0.0192461	0.0149765	0.0391726	-0.0490067	0.0029266	0.0072668	0.0184622	-0.0135002	-0.0686655	0.0620985	0.0539801	-0.0093151	-0.0100257	0.0330197	-0.0151913	0.0740923	-0.0253286	-0.0174320	0.0372827	-0.0177099	-0.0342697	-0.0761832	0.0368566	0.0540686	-0.0136144	-0.0271811	-0.0275578	0.0046961	0.0151436
